ID_CONTRATO;DESCRICAO_UNIDADE;DESCRICAO_PERIODO;TOTAL_HORAS_APONTADAS;TOTAL_APONTADA_SEM_EXCEDENTE;TOTAL_CARGA_HORARIA_CONTRATADA;AVALIACAO;EXCEDENTE;PORCENTAGEM_INTEGRAL;PORCENTAGEM_SEM_EXCEDENTE
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;400.0;400.0;400.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;80.0;80.0;80.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;90.0;90.0;90.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;100.0;100.0;100.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;90.0;90.0;90.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;20.0;20.0;40.0;-20;0;0.5;0.5
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;20.0;20.0;60.0;-40;0;0.3333333333333333;0.3333333333333333
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;0.0;0.0;40.0;-40;0;0.0;0.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;80.0;0.0;0.0;80;80;N/A;0.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;0.0;0.0;90.0;-90;0;0.0;0.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;30.0;0.0;0.0;30;30;N/A;0.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;ABR 2020;0.0;0.0;40.0;-40;0;0.0;0.0
R016-2015;UBS MENINÓPOLIS - DR. MÁRIO FRANCISCO NAPOLITANO;ABR 2020;30.0;30.0;60.0;-30;0;0.5;0.5
R016-2015;UBS MENINÓPOLIS - DR. MÁRIO FRANCISCO NAPOLITANO;ABR 2020;60.0;60.0;60.0;0;0;1.0;1.0
R016-2015;UBS MENINÓPOLIS - DR. MÁRIO FRANCISCO NAPOLITANO;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS MENINÓPOLIS - DR. MÁRIO FRANCISCO NAPOLITANO;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS MENINÓPOLIS - DR. MÁRIO FRANCISCO NAPOLITANO;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS MENINÓPOLIS - DR. MÁRIO FRANCISCO NAPOLITANO;ABR 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS MENINÓPOLIS - DR. MÁRIO FRANCISCO NAPOLITANO;ABR 2020;0.0;0.0;20.0;-20;0;0.0;0.0
R016-2015;UBS MENINÓPOLIS - DR. MÁRIO FRANCISCO NAPOLITANO;ABR 2020;20.0;0.0;0.0;20;20;N/A;0.0
R016-2015;UBS MENINÓPOLIS - DR. MÁRIO FRANCISCO NAPOLITANO;ABR 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;CAPS ADULTO III ITAIM BIBI;AGO 2020;30.0;30.0;60.0;-30;0;0.5;0.5
R016-2015;CAPS ADULTO III ITAIM BIBI;AGO 2020;30.0;30.0;30.0;0;0;1.0;1.0
R016-2015;CAPS ADULTO III ITAIM BIBI;AGO 2020;80.0;80.0;80.0;0;0;1.0;1.0
R016-2015;CAPS ADULTO III ITAIM BIBI;AGO 2020;216.0;216.0;216.0;0;0;1.0;1.0
R016-2015;CAPS ADULTO III ITAIM BIBI;AGO 2020;72.0;72.0;72.0;0;0;1.0;1.0
R016-2015;CAPS ADULTO III ITAIM BIBI;AGO 2020;80.0;80.0;80.0;0;0;1.0;1.0
R016-2015;CAPS ADULTO III ITAIM BIBI;AGO 2020;160.0;160.0;200.0;-40;0;0.8;0.8
R016-2015;CAPS ADULTO III ITAIM BIBI;AGO 2020;150.0;150.0;150.0;0;0;1.0;1.0
R016-2015;RESIDÊNCIA TERAPÊUTICA ITAIM BIBI I - MISTA;AGO 2020;360.0;360.0;360.0;0;0;1.0;1.0
R016-2015;RESIDÊNCIA TERAPÊUTICA ITAIM BIBI I - MISTA;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;RESIDÊNCIA TERAPÊUTICA ITAIM BIBI II - MISTA;AGO 2020;360.0;360.0;396.0;-36;0;0.9090909090909091;0.9090909090909091
R016-2015;RESIDÊNCIA TERAPÊUTICA ITAIM BIBI II - MISTA;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;RESIDÊNCIA TERAPÊUTICA ITAIM BIBI II - MISTA;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS ALTO DE PINHEIROS;AGO 2020;400.0;400.0;400.0;0;0;1.0;1.0
R016-2015;UBS ALTO DE PINHEIROS;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS ALTO DE PINHEIROS;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS ALTO DE PINHEIROS;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS ALTO DE PINHEIROS;AGO 2020;80.0;80.0;80.0;0;0;1.0;1.0
R016-2015;UBS ALTO DE PINHEIROS;AGO 2020;30.0;30.0;60.0;-30;0;0.5;0.5
R016-2015;UBS ALTO DE PINHEIROS;AGO 2020;40.0;40.0;80.0;-40;0;0.5;0.5
R016-2015;UBS ALTO DE PINHEIROS;AGO 2020;60.0;60.0;60.0;0;0;1.0;1.0
R016-2015;UBS ALTO DE PINHEIROS;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS ALTO DE PINHEIROS;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS ALTO DE PINHEIROS;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS ALTO DE PINHEIROS;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS ALTO DE PINHEIROS;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS ALTO DE PINHEIROS;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS ALTO DE PINHEIROS;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS ALTO DE PINHEIROS;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS ALTO DE PINHEIROS;AGO 2020;80.0;80.0;80.0;0;0;1.0;1.0
R016-2015;UBS ALTO DE PINHEIROS;AGO 2020;60.0;60.0;60.0;0;0;1.0;1.0
R016-2015;UBS DR. MANOEL JOAQUIM PERA;AGO 2020;960.0;960.0;960.0;0;0;1.0;1.0
R016-2015;UBS DR. MANOEL JOAQUIM PERA;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS DR. MANOEL JOAQUIM PERA;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS DR. MANOEL JOAQUIM PERA;AGO 2020;30.0;30.0;30.0;0;0;1.0;1.0
R016-2015;UBS DR. MANOEL JOAQUIM PERA;AGO 2020;80.0;80.0;80.0;0;0;1.0;1.0
R016-2015;UBS DR. MANOEL JOAQUIM PERA;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS DR. MANOEL JOAQUIM PERA;AGO 2020;240.0;240.0;240.0;0;0;1.0;1.0
R016-2015;UBS DR. MANOEL JOAQUIM PERA;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS DR. MANOEL JOAQUIM PERA;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS DR. MANOEL JOAQUIM PERA;AGO 2020;160.0;160.0;160.0;0;0;1.0;1.0
R016-2015;UBS DR. MANOEL JOAQUIM PERA;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS DR. MANOEL JOAQUIM PERA;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS DR. MANOEL JOAQUIM PERA;AGO 2020;80.0;80.0;80.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;30.0;30.0;30.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;30.0;30.0;30.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;30.0;30.0;30.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;160.0;160.0;160.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;480.0;480.0;480.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;30.0;30.0;30.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;60.0;60.0;60.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;40.0;40.0;60.0;-20;0;0.6666666666666666;0.6666666666666666
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;24.0;0.0;0.0;24;24;N/A;0.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;240.0;240.0;240.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;60.0;60.0;60.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;60.0;60.0;60.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;60.0;60.0;60.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;0.0;0.0;20.0;-20;0;0.0;0.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;60.0;60.0;60.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JARDIM EDITE GERONCIO HENRIQUE NETO;AGO 2020;60.0;60.0;60.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;400.0;400.0;400.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;80.0;80.0;80.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;60.0;60.0;60.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;90.0;90.0;90.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;60.0;60.0;100.0;-40;0;0.6;0.6
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;90.0;90.0;90.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;20.0;20.0;40.0;-20;0;0.5;0.5
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;80.0;80.0;120.0;-40;0;0.6666666666666666;0.6666666666666666
R016-2015;UBS JOSÉ DE BARROS MAGALDI;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS MENINÓPOLIS - DR. MÁRIO FRANCISCO NAPOLITANO;AGO 2020;30.0;30.0;60.0;-30;0;0.5;0.5
R016-2015;UBS MENINÓPOLIS - DR. MÁRIO FRANCISCO NAPOLITANO;AGO 2020;60.0;60.0;60.0;0;0;1.0;1.0
R016-2015;UBS MENINÓPOLIS - DR. MÁRIO FRANCISCO NAPOLITANO;AGO 2020;80.0;80.0;80.0;0;0;1.0;1.0
R016-2015;UBS MENINÓPOLIS - DR. MÁRIO FRANCISCO NAPOLITANO;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS MENINÓPOLIS - DR. MÁRIO FRANCISCO NAPOLITANO;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS MENINÓPOLIS - DR. MÁRIO FRANCISCO NAPOLITANO;AGO 2020;40.0;40.0;40.0;0;0;1.0;1.0
R016-2015;UBS MENINÓPOLIS - DR. MÁRIO FRANCISCO NAPOLITANO;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;UBS MENINÓPOLIS - DR. MÁRIO FRANCISCO NAPOLITANO;AGO 2020;20.0;20.0;20.0;0;0;1.0;1.0
R016-2015;CAPS ADULTO III ITAIM BIBI;DEZ 2020;30.0;30.0;60.0;-30;0;0.5;0.5
R016-2015;CAPS ADULTO III ITAIM BIBI;DEZ 2020;80.0;80.0;80.0;0;0;1.0;1.0
R016-2015;CAPS ADULTO III ITAIM BIBI;DEZ 2020;216.0;216.0;216.0;0;0;1.0;1.0
R016-2015;CAPS ADULTO III ITAIM BIBI;DEZ 2020;30.0;30.0;30.0;0;0;1.0;1.0
R016-2015;CAPS ADULTO III ITAIM BIBI;DEZ 2020;72.0;72.0;72.0;0;0;1.0;1.0
R016-2015;CAPS ADULTO III ITAIM BIBI;DEZ 2020;80.0;80.0;80.0;0;0;1.0;1.0
R016-2015;CAPS ADULTO III ITAIM BIBI;DEZ 2020;80.0;80.0;80.0;0;0;1.0;1.0
R016-2015;CAPS ADULTO III ITAIM BIBI;DEZ 2020;160.0;160.0;200.0;-40;0;0.8;0.8
R016-2015;CAPS ADULTO III ITAIM BIBI;DEZ 2020;150.0;150.0;150.0;0;0;1.0;1.0
